procedimento,2020,total,municipio_ibge,competencia,2022,2021
0202120074 PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO,1.0,1,130260,2020-05,,
0202120082 PESQUISA DE FATOR RH (INCLUI D FRACO),507.0,507,130260,2020-05,,
0202120090 TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA),9.0,9,130260,2020-05,,
0203010019 EXAME CITOPATOLOGICO CERVICO-VAGINAL/MICROFLORA,1247.0,1247,130260,2020-05,,
0203010035 EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA),47.0,47,130260,2020-05,,
0203010078 CONTROLE DE QUALIDADE DO EXAME CITOPATOLOGICO CERVICO VAGINAL,1.0,1,130260,2020-05,,
0203010086 EXAME CITOPATOLOGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO,456.0,456,130260,2020-05,,
0203020022 EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA,1.0,1,130260,2020-05,,
0203020030 EXAME ANATOMO-PATOLOGICO PARA CONGELAMENTO / PARAFINA POR PECA CIRURGICA OU POR BIOPSIA (EXCETO COL,2118.0,2118,130260,2020-05,,
0203020049 IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR),19.0,19,130260,2020-05,,
0203020081 EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - BIOPSIA,2.0,2,130260,2020-05,,
0204010071 RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIQUA / BRETTON + HIRTZ),16.0,16,130260,2020-05,,
0204010080 RADIOGRAFIA DE CRANIO (PA + LATERAL),25.0,25,130260,2020-05,,
0204010128 RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ),24.0,24,130260,2020-05,,
0204010144 RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ),214.0,214,130260,2020-05,,
0204010187 RADIOGRAFIA PERI-APICAL INTERPROXIMAL (BITE-WING),8.0,8,130260,2020-05,,
0204020026 PLANIGRAFIA DE COLUNA VERTEBRAL,1.0,1,130260,2020-05,,
0204020034 RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS),7.0,7,130260,2020-05,,
0204020042 RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO),22.0,22,130260,2020-05,,
0204020069 RADIOGRAFIA DE COLUNA LOMBO-SACRA,29.0,29,130260,2020-05,,
0204020077 RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS),4.0,4,130260,2020-05,,
0204020085 RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA,1.0,1,130260,2020-05,,
0204020093 RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL),148.0,148,130260,2020-05,,
0204020107 RADIOGRAFIA DE COLUNA TORACO-LOMBAR,56.0,56,130260,2020-05,,
0204020115 RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA,2.0,2,130260,2020-05,,
0204030030 MAMOGRAFIA,14.0,14,130260,2020-05,,
0204030072 RADIOGRAFIA DE COSTELAS (POR HEMITORAX),1.0,1,130260,2020-05,,
0204030080 RADIOGRAFIA DE ESOFAGO,1.0,1,130260,2020-05,,
0204030129 RADIOGRAFIA DE TORAX (APICO-LORDORTICA),1.0,1,130260,2020-05,,
0204030137 RADIOGRAFIA DE TORAX (PA + INSPIRACAO + EXPIRACAO + LATERAL),1.0,1,130260,2020-05,,
0204030145 RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA),1077.0,1077,130260,2020-05,,
0204030153 RADIOGRAFIA DE TORAX (PA E PERFIL),1408.0,1408,130260,2020-05,,
0204030161 RADIOGRAFIA DE TORAX (PA PADRAO OIT),3.0,3,130260,2020-05,,
0204030170 RADIOGRAFIA DE TORAX (PA),665.0,665,130260,2020-05,,
0204030188 MAMOGRAFIA BILATERAL PARA RASTREAMENTO,81.0,81,130260,2020-05,,
0204040019 RADIOGRAFIA DE ANTEBRACO,43.0,43,130260,2020-05,,
0204040027 RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR,2.0,2,130260,2020-05,,
0204040035 RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL,2.0,2,130260,2020-05,,
0204040051 RADIOGRAFIA DE BRACO,22.0,22,130260,2020-05,,
0204040060 RADIOGRAFIA DE CLAVICULA,7.0,7,130260,2020-05,,
0204040078 RADIOGRAFIA DE COTOVELO,34.0,34,130260,2020-05,,
0204040094 RADIOGRAFIA DE MAO,73.0,73,130260,2020-05,,
0204040116 RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES),41.0,41,130260,2020-05,,
0204040124 RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA),57.0,57,130260,2020-05,,
0204050111 RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA),66.0,66,130260,2020-05,,
0204050120 RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),27.0,27,130260,2020-05,,
0204050138 RADIOGRAFIA DE ABDOMEN SIMPLES (AP),140.0,140,130260,2020-05,,
0204050170 URETROCISTOGRAFIA,2.0,2,130260,2020-05,,
0204060028 DENSITOMETRIA OSSEA DUO-ENERGETICA DE COLUNA (VERTEBRAS LOMBARES E/OU FEMUR),106.0,106,130260,2020-05,,
0204060036 ESCANOMETRIA,2.0,2,130260,2020-05,,
0204060060 RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL,15.0,15,130260,2020-05,,
0204060087 RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA,12.0,12,130260,2020-05,,
0204060095 RADIOGRAFIA DE BACIA,37.0,37,130260,2020-05,,
0204060109 RADIOGRAFIA DE CALCANEO,45.0,45,130260,2020-05,,
0204060117 RADIOGRAFIA DE COXA,14.0,14,130260,2020-05,,
0204060125 RADIOGRAFIA DE JOELHO (AP + LATERAL),88.0,88,130260,2020-05,,
0204060133 RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL),1.0,1,130260,2020-05,,
0204060150 RADIOGRAFIA DE PE / DEDOS DO PE,119.0,119,130260,2020-05,,
0204060168 RADIOGRAFIA DE PERNA,37.0,37,130260,2020-05,,
0205010024 ECOCARDIOGRAFIA TRANSESOFAGICA,1.0,1,130260,2020-05,,
0205010032 ECOCARDIOGRAFIA TRANSTORACICA,247.0,247,130260,2020-05,,
0205010040 ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,33.0,33,130260,2020-05,,
0205010059 ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO,78.0,78,130260,2020-05,,
0205020020 PAQUIMETRIA ULTRASSONICA,67.0,67,130260,2020-05,,
0205020038 ULTRASSONOGRAFIA DE ABDOMEN SUPERIOR,104.0,104,130260,2020-05,,
0205020046 ULTRASSONOGRAFIA DE ABDOMEN TOTAL,1080.0,1080,130260,2020-05,,
0205020054 ULTRASSONOGRAFIA DE APARELHO URINARIO,323.0,323,130260,2020-05,,
0205020062 ULTRASSONOGRAFIA DE ARTICULACAO,319.0,319,130260,2020-05,,
0205020070 ULTRASSONOGRAFIA DE BOLSA ESCROTAL,42.0,42,130260,2020-05,,
0205020089 ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR),6.0,6,130260,2020-05,,
0205020097 ULTRASSONOGRAFIA MAMARIA BILATERAL,328.0,328,130260,2020-05,,
0205020100 ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL,162.0,162,130260,2020-05,,
0205020119 ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL),85.0,85,130260,2020-05,,
0205020127 ULTRASSONOGRAFIA DE TIREOIDE,257.0,257,130260,2020-05,,
0205020135 ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA),6.0,6,130260,2020-05,,
0205020143 ULTRASSONOGRAFIA OBSTETRICA,2114.0,2114,130260,2020-05,,
0205020151 ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO,75.0,75,130260,2020-05,,
0205020160 ULTRASSONOGRAFIA PELVICA (GINECOLOGICA),105.0,105,130260,2020-05,,
0205020178 ULTRASSONOGRAFIA TRANSFONTANELA,24.0,24,130260,2020-05,,
0205020186 ULTRASSONOGRAFIA TRANSVAGINAL,723.0,723,130260,2020-05,,
0206010010 TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE,74.0,74,130260,2020-05,,
0206010028 TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE,49.0,49,130260,2020-05,,
0206010036 TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE,129.0,129,130260,2020-05,,
0206010044 TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES,121.0,121,130260,2020-05,,
0206010052 TOMOGRAFIA COMPUTADORIZADA DO PESCOCO,88.0,88,130260,2020-05,,
0206010060 TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA,3.0,3,130260,2020-05,,
0206010079 TOMOGRAFIA COMPUTADORIZADA DO CRANIO,1630.0,1630,130260,2020-05,,
0206020015 TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR,10.0,10,130260,2020-05,,
"0206020023 TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRACO, MAO, COXA, PERNA, PE)",10.0,10,130260,2020-05,,
0206020031 TOMOGRAFIA COMPUTADORIZADA DE TORAX,6393.0,6393,130260,2020-05,,
0206030010 TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR,1226.0,1226,130260,2020-05,,
0206030029 TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR,39.0,39,130260,2020-05,,
0206030037 TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR,950.0,950,130260,2020-05,,
0207010013 ANGIORESSONANCIA CEREBRAL,3.0,3,130260,2020-05,,
0207010021 RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL),2.0,2,130260,2020-05,,
0207010030 RESSONANCIA MAGNETICA DE COLUNA CERVICAL/PESCOCO,73.0,73,130260,2020-05,,
0207010048 RESSONANCIA MAGNETICA DE COLUNA LOMBO-SACRA,219.0,219,130260,2020-05,,
0207010056 RESSONANCIA MAGNETICA DE COLUNA TORACICA,31.0,31,130260,2020-05,,
0207010064 RESSONANCIA MAGNETICA DE CRANIO,196.0,196,130260,2020-05,,
0207010072 RESSONANCIA MAGNETICA DE SELA TURCICA,8.0,8,130260,2020-05,,
0207020027 RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL),43.0,43,130260,2020-05,,
0207020035 RESSONANCIA MAGNETICA DE TORAX,3.0,3,130260,2020-05,,
0207030014 RESSONANCIA MAGNETICA DE ABDOMEN SUPERIOR,79.0,79,130260,2020-05,,
0207030022 RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR,166.0,166,130260,2020-05,,
0207030030 RESSONANCIA MAGNETICA DE MEMBRO INFERIOR (UNILATERAL),93.0,93,130260,2020-05,,
0207030049 RESSONANCIA MAGNETICA DE VIAS BILIARES/COLANGIORRESSONANCIA,20.0,20,130260,2020-05,,
0208010025 CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE ESTRESSE (MINIMO 3 PROJECOES),21.0,21,130260,2020-05,,
0208010033 CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES),21.0,21,130260,2020-05,,
0208040056 CINTILOGRAFIA RENAL/RENOGRAMA (QUALITATIVA E/OU QUANTITATIVA),2.0,2,130260,2020-05,,
0208040099 DETERMINACAO DE FLUXO PLASMATICO RENAL,1.0,1,130260,2020-05,,
0208040102 ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO,1.0,1,130260,2020-05,,
0208050035 CINTILOGRAFIA DE OSSOS COM OU SEM FLUXO SANGUINEO (CORPO INTEIRO),13.0,13,130260,2020-05,,
0208090010 CINTILOGRAFIA DE CORPO INTEIRO C/ GALIO 67 P/ PESQUISA DE NEOPLASIAS,1.0,1,130260,2020-05,,
0209010029 COLONOSCOPIA (COLOSCOPIA),2.0,2,130260,2020-05,,
0209010037 ESOFAGOGASTRODUODENOSCOPIA,33.0,33,130260,2020-05,,
0209010053 RETOSSIGMOIDOSCOPIA,2.0,2,130260,2020-05,,
0209020016 CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA,1.0,1,130260,2020-05,,
0209040025 LARINGOSCOPIA,40.0,40,130260,2020-05,,
0209040033 TRAQUEOSCOPIA,4.0,4,130260,2020-05,,
0209040041 VIDEOLARINGOSCOPIA,24.0,24,130260,2020-05,,
0210010070 ARTERIOGRAFIA DE MEMBRO,11.0,11,130260,2020-05,,
0210010096 ARTERIOGRAFIA P/ INVESTIGACAO DE DOENCA ARTERIOSCLEROTICA AORTO-ILIACA E DISTAL,10.0,10,130260,2020-05,,
0210010177 FLEBOGRAFIA DE MEMBRO,5.0,5,130260,2020-05,,
0210010185 FLEBOGRAFIA DE CAVA INFERIOR E/OU SUPERIOR,1.0,1,130260,2020-05,,
0211020010 CATETERISMO CARDIACO,11.0,11,130260,2020-05,,
0211020036 ELETROCARDIOGRAMA,380.0,380,130260,2020-05,,
0211020044 MONITORAMENTO PELO SISTEMA HOLTER 24 HS (3 CANAIS),2.0,2,130260,2020-05,,
"0211030023 AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES",1.0,1,130260,2020-05,,
0211030040 AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA,7.0,7,130260,2020-05,,
0211030074 AVALIACAO FUNCIONAL MUSCULAR,158.0,158,130260,2020-05,,
0211040029 COLPOSCOPIA,55.0,55,130260,2020-05,,
0211040061 TOCOCARDIOGRAFIA ANTE-PARTO,89.0,89,130260,2020-05,,
0211050024 ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO,4.0,4,130260,2020-05,,
0211050032 ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG),4.0,4,130260,2020-05,,
0211050040 ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG),13.0,13,130260,2020-05,,
0211050059 ELETROENCEFALOGRAMA QUANTITATIVO C/ MAPEAMENTO (EEG),2.0,2,130260,2020-05,,
0211060011 BIOMETRIA ULTRASSONICA (MONOCULAR),52.0,52,130260,2020-05,,
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,72.0,72,130260,2020-05,,
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,99.0,99,130260,2020-05,,
0211060054 CERATOMETRIA,81.0,81,130260,2020-05,,
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),50.0,50,130260,2020-05,,
0211060100 FUNDOSCOPIA,82.0,82,130260,2020-05,,
0211060119 GONIOSCOPIA,91.0,91,130260,2020-05,,
0211060127 MAPEAMENTO DE RETINA,293.0,293,130260,2020-05,,
0211060143 MICROSCOPIA ESPECULAR DE CORNEA,130.0,130,130260,2020-05,,
0211060151 POTENCIAL DE ACUIDADE VISUAL,3.0,3,130260,2020-05,,
0211060178 RETINOGRAFIA COLORIDA BINOCULAR,33.0,33,130260,2020-05,,
0211060186 RETINOGRAFIA FLUORESCENTE BINOCULAR,1.0,1,130260,2020-05,,
0211060224 TESTE DE VISAO DE CORES,6.0,6,130260,2020-05,,
0211060240 TESTE P/ ADAPTACAO DE LENTE DE CONTATO,3.0,3,130260,2020-05,,
0211060259 TONOMETRIA,239.0,239,130260,2020-05,,
0211060267 TOPOGRAFIA COMPUTADORIZADA DE CORNEA,55.0,55,130260,2020-05,,
0211060283 TOMOGRAFIA DE COERENCIA OPTICA,11.0,11,130260,2020-05,,
0211070025 AUDIOMETRIA DE REFORCO VISUAL (VIA AEREA / OSSEA),8.0,8,130260,2020-05,,
0211070033 AUDIOMETRIA EM CAMPO LIVRE,7.0,7,130260,2020-05,,
0211070041 AUDIOMETRIA TONAL LIMIAR (VIA AEREA / OSSEA),278.0,278,130260,2020-05,,
0211070076 AVALIACAO DE LINGUAGEM ORAL,2.0,2,130260,2020-05,,
0211070084 AVALIACAO MIOFUNCIONAL DE SISTEMA ESTOMATOGNATICO,1.0,1,130260,2020-05,,
0211070092 AVALIACAO P/ DIAGNOSTICO DE DEFICIENCIA AUDITIVA,166.0,166,130260,2020-05,,
0211070106 AVALIACAO P/ DIAGNOSTICO DIFERENCIAL DE DEFICIENCIA AUDITIVA,18.0,18,130260,2020-05,,
0211070114 AVALIACAO VOCAL,4.0,4,130260,2020-05,,
0211070149 EMISSOES OTOACUSTICAS EVOCADAS PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA),16.0,16,130260,2020-05,,
0211070157 ESTUDO DE EMISSOES OTOACUSTICAS EVOCADAS TRANSITORIAS E PRODUTOS DE DISTORCAO (EOA),101.0,101,130260,2020-05,,
0211070203 IMITANCIOMETRIA,254.0,254,130260,2020-05,,
0211070211 LOGOAUDIOMETRIA (LDV-IRF-LRF),274.0,274,130260,2020-05,,
0211070246 PESQUISA DE GANHO DE INSERCAO,2.0,2,130260,2020-05,,
0211070262 POTENCIAL EVOCADO AUDITIVO DE CURTA MEDIA E LONGA LATENCIA,3.0,3,130260,2020-05,,
0211070270 POTENCIAL EVOCADO AUDITIVO PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA),106.0,106,130260,2020-05,,
0211070297 REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MAIOR DE 3 ANOS,71.0,71,130260,2020-05,,
0211070300 REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MENOR DE 3 ANOS,3.0,3,130260,2020-05,,
0211070319 SELECAO E VERIFICACAO DE BENEFICIO DO AASI,217.0,217,130260,2020-05,,
0211070335 TESTES AUDITIVOS SUPRALIMINARES,1.0,1,130260,2020-05,,
0211070351 TESTES VESTIBULARES / OTONEUROLOGICOS,7.0,7,130260,2020-05,,
0211090026 CATETERISMO DE URETRA,1.0,1,130260,2020-05,,
0212010026 EXAMES PRE-TRANSFUSIONAIS I,1293.0,1293,130260,2020-05,,
0212010034 EXAMES PRE-TRANSFUSIONAIS II,1313.0,1313,130260,2020-05,,
0213010054 EXAME PARASITOLOGICO DIRETO P/ LEISHMANIAS (LEISHMANIOSE TEGUMENTAR AMERICANA),3.0,3,130260,2020-05,,
0213010135 HISTOPATOLOGIA P/ IDENTIFICACAO DE HEPATITE B,5.0,5,130260,2020-05,,
0213010143 HISTOPATOLOGIA P/ IDENTIFICACAO DE HEPATITE C,5.0,5,130260,2020-05,,
0213010216 IMUNOCROMATOGRAFIA P/ IDENTIFICACAO DE PLASMODIOS (MALARIA),1.0,1,130260,2020-05,,
0213010542 GENOTIPAGEM DO HCV,19.0,19,130260,2020-05,,
0213010577 TESTE DE ELISA IGG P/ IDENTIFICACAO DO TOXOPLASMA GONDII (TOXOPLASMOSE),17.0,17,130260,2020-05,,
0214010015 GLICEMIA CAPILAR,1.0,1,130260,2020-05,,
0214010040 TESTE RAPIDO PARA DETECCAO DE HIV NA GESTANTE OU PAI/PARCEIRO,287.0,287,130260,2020-05,,
0214010058 TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HIV,195.0,195,130260,2020-05,,
0214010074 TESTE RAPIDO PARA SIFILIS,92.0,92,130260,2020-05,,
0214010082 TESTE RAPIDO PARA SIFILIS NA GESTANTE OU PAI/PARCEIRO,250.0,250,130260,2020-05,,
0214010090 TESTE RAPIDO PARA DETECCAO DE HEPATITE C,434.0,434,130260,2020-05,,
0214010104 TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HBV,367.0,367,130260,2020-05,,
0214010120 TESTE RAPIDO PARA DENGUE IGG/IGM,174.0,174,130260,2020-05,,
0301010030 CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO PRIMARIA (EXCETO MEDICO),1.0,1,130260,2020-05,,
0301010048 CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO ESPECIALIZADA (EXCETO MEDICO),5950.0,5950,130260,2020-05,,
0301010064 CONSULTA MEDICA EM ATENCAO PRIMARIA,6.0,6,130260,2020-05,,
0301010072 CONSULTA MEDICA EM ATENCAO ESPECIALIZADA,5349.0,5349,130260,2020-05,,
"0301010102 CONSULTA PARA DIAGNOSTICO/REAVALIACAO DE GLAUCOMA (TONOMETRIA, FUNDOSCOPIA E CAMPIMETRIA)",18.0,18,130260,2020-05,,
0301010161 CONSULTA/ATENDIMENTO DOMICILIAR NA ATENCAO ESPECIALIZADA,1.0,1,130260,2020-05,,
0301010234 CONSULTA PRE-NATAL DO PARCEIRO,3.0,3,130260,2020-05,,
0301020035 EMISSAO DE PARECER SOBRE NEXO CAUSAL,123.0,123,130260,2020-05,,
"0301040028 ATENDIMENTO CLINICO PARA INDICACAO, FORNECIMENTO E INSERCAO DO DISPOSITIVO INTRA-UTERINO (DIU)",9.0,9,130260,2020-05,,
0301040044 TERAPIA INDIVIDUAL,331.0,331,130260,2020-05,,
0301040052 ATENDIMENTO MULTIPROFISSIONAL PARA ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,34.0,34,130260,2020-05,,
0301060029 ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATENCAO ESPECIALIZADA,1962.0,1962,130260,2020-05,,
0301060061 ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA,5562.0,5562,130260,2020-05,,
0301060096 ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO,16555.0,16555,130260,2020-05,,
0301060100 ATENDIMENTO ORTOPEDICO COM IMOBILIZACAO PROVISORIA,45.0,45,130260,2020-05,,
0301060118 ACOLHIMENTO COM CLASSIFICACAO DE RISCO,3291.0,3291,130260,2020-05,,
0301070024 ACOMPANHAMENTO DE PACIENTE EM REABILITACAO EM COMUNICACAO ALTERNATIVA,4.0,4,130260,2020-05,,
0301070032 ACOMPANHAMENTO DE PACIENTE P/ ADAPTACAO DE APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) UNI / B,95.0,95,130260,2020-05,,
0301070040 ACOMPANHAMENTO NEUROPSICOLOGICO DE PACIENTE EM REABILITACAO,61.0,61,130260,2020-05,,
0301070059 ACOMPANHAMENTO PSICOPEDAGOGICO DE PACIENTE EM REABILITACAO,7.0,7,130260,2020-05,,
0301070067 ATENDIMENTO / ACOMPANHAMENTO EM REABILITACAO NAS MULTIPLAS DEFICIENCIAS,42.0,42,130260,2020-05,,
0301070075 ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM REABILITACAO DO DESENVOLVIMENTO NEUROPSICOMOTOR,290.0,290,130260,2020-05,,
0301070105 ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE-DIA - 15,20.0,20,130260,2020-05,,
0301070113 TERAPIA FONOAUDIOLOGICA INDIVIDUAL,1781.0,1781,130260,2020-05,,
0301070121 TRATAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE- DIA - 20 ATENDIMENTOS-M,14.0,14,130260,2020-05,,
0301080020 ACOLHIMENTO NOTURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL,15.0,15,130260,2020-05,,
0301080178 ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA,42.0,42,130260,2020-05,,
0301080194 ACOLHIMENTO DIURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL,105.0,105,130260,2020-05,,
0301080208 ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL,4436.0,4436,130260,2020-05,,
0301080216 ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL,107.0,107,130260,2020-05,,
0301080224 ATENDIMENTO FAMILIAR EM CENTRO DE ATENCAO PSICOSSOCIAL,840.0,840,130260,2020-05,,
0301080232 ACOLHIMENTO INICIAL POR CENTRO DE ATENCAO PSICOSSOCIAL,89.0,89,130260,2020-05,,
0301080240 ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENCAO PSICOSSOCIAL E/OU FAMILIARES,24.0,24,130260,2020-05,,
0301080275 PRATICAS CORPORAIS EM CENTRO DE ATENCAO PSICOSSOCIAL,52.0,52,130260,2020-05,,
0301080283 PRATICAS EXPRESSIVAS E COMUNICATIVAS EM CENTRO DE ATENCAO PSICOSSOCIAL,50.0,50,130260,2020-05,,
0301080291 ATENCAO AS SITUACOES DE CRISE,44.0,44,130260,2020-05,,
0301080321 ACOMPANHAMENTO DE SERVICO RESIDENCIAL TERAPEUTICO POR CENTRO DE ATENCAO PSICOSSOCIAL,13.0,13,130260,2020-05,,
0301080348 ACOES DE REABILITACAO PSICOSSOCIAL,157.0,157,130260,2020-05,,
0301080356 PROMOCAO DE CONTRATUALIDADE NO TERRITORIO,95.0,95,130260,2020-05,,
0301100012 ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA,5368.0,5368,130260,2020-05,,
0301100020 ADMINISTRACAO DE MEDICAMENTOS EM ATENCAO BASICA (POR PACIENTE),2825.0,2825,130260,2020-05,,
0301100039 AFERICAO DE PRESSAO ARTERIAL,626.0,626,130260,2020-05,,
0301100055 CATETERISMO VESICAL DE DEMORA,2.0,2,130260,2020-05,,
0301100063 CUIDADOS COM ESTOMAS,144.0,144,130260,2020-05,,
0301100101 INALACAO / NEBULIZACAO,166.0,166,130260,2020-05,,
0301100152 RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),37.0,37,130260,2020-05,,
0301100179 SONDAGEM GASTRICA,118.0,118,130260,2020-05,,
0301130019 AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL,100.0,100,130260,2020-05,,
0302020020 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE ONCOLOGICO CLINICO,50.0,50,130260,2020-05,,
0302020039 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE E POS CIRURGIA ONCOLOGICA,3.0,3,130260,2020-05,,
0302040013 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO COM COMPLICACOES SISTEMICAS,254.0,254,130260,2020-05,,
0302040021 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO SEM COMPLICACOES SISTEMICAS,50.0,50,130260,2020-05,,
0302040030 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO CLINICO CARDIOVASCULAR,44.0,44,130260,2020-05,,
0302040056 ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PERIFERICAS,8.0,8,130260,2020-05,,
0302050019 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO ESQUE,466.0,466,130260,2020-05,,
0302050027 ATENDIMENTO FISIOTERAPEUTICO NAS ALTERACOES MOTORAS,2050.0,2050,130260,2020-05,,
